,Proposal,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
278,SIA/WB/MIN/194523/2021,EN/T-II-1/065/2021,Andaran Panishala Sand Mine,West Bengal,Cooch Behar,alipurduar,Date of Submission for TOR: ,Date of Submission for EC: 27 Jan 2021 ,Non-Coal Mining,AFIJUL MOHAMMAD,Delisted
279,SIA/WB/MIS/107866/2019,EN/T-II-1/069/2019,Commercial Building for Trading (Business) and other Allied purposes,West Bengal,Howrah,Domjur,Date of Submission for TOR: ,Date of Submission for EC: 17 Sep 2019 ,INFRA-2,SRPM HAAT LLP,WithdrawEC
280,SIA/WB/MIN/189909/2020,,M/s Fiza Brick Field,West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 12 Mar 2021 ,Non-Coal Mining,M/S FIZA BRICK FIELD,Delisted
281,SIA/WB/MIS/151481/2020,,"Township project “Ankur” At Mouza – Nutanbankati, J.L. No. 446, Gaighata – 445, Jamberia – 445, Kulpheni – 456, P.S. – Salbani, P.O. - Saidpur, District – PaschimMedinipur, West Bengal",West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 09 Oct 2020 ,INFRA-2,JSW BENGAL STEEL LIMITED,WithdrawEC
282,SIA/WB/MIN/198237/2021,EN/T-II-1/044/2021,Gopiballavpur - II Sand Block MGB - 99 of Raju Mandal,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 15 Feb 2021 ,Non-Coal Mining,RAJU MANDAL,Delisted
283,SIA/WB/IND2/207364/2021,EN/T-II-1/112/2021,PROPOSED MANUFACTURING OF PHARMA INTERMEDIATE AND ACTIVE PHARMACEUTICAL INTERMEDIATE (API) / BULK DRUGS,West Bengal,North 24 Parganas,Bagda,Date of Submission for TOR: ,Date of Submission for EC: 07 May 2021 ,Industrial Projects - 2,AURIO PHARMA LABORATORIES PVT. LTD,Delisted
284,SIA/WB/IND/220471/2021,,Rolling Mill Steel Plant,West Bengal,Barddhaman,Jamuria,Date of Submission for TOR: ,Date of Submission for EC: 16 Jul 2021 ,Industrial Projects - 1,M/S GREAT EASTERN INFRACON (P) LTD.,WithdrawEC
285,SIA/WB/NCP/76050/2018,EN/T-II-1/068/2018,Housing Complex - Building & Construction Project,West Bengal,North 24 Parganas,Barasat - I,Date of Submission for EC: 10 Aug 2018 ,Date of Ec Granted : 05 Aug 2019,INFRA-1,SWADHA NIRMAN PVT. LTD. & OTHERS,EC Granted
286,SIA/WB/IND/5441/2014,EN/T-II-1/006/2016,-1,West Bengal,Medinipur,Jhargram,Date of Submission for TOR: 27 May 2015,Date of Submission for EC: 08 Apr 2016 ,Industrial Projects - 1,RASHMI CEMENT LIMITED,Delisted
287,SIA/WB/NCP/93719/2019,EN/T-II-1/025/2019,Lakewood Estate,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for EC: 08 Mar 2019 ,Date of Ec Granted : 08 Oct 2020,INFRA-1,UNIMARKMIRANIA PROJECTS LLP,EC Granted
288,SIA/WB/MIN/409062/2022,EN/T-II-1/119/2022,Open Cast Riverbed Project,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 08 Dec 2022 ,Non-Coal Mining,SANJAY BHAKTA,Rejection Letter Granted
289,SIA/WB/MIN/415707/2023,EN/T-II-1/048/2023,MIN_BNK_50_II Sand Mine,West Bengal,,,Date of Submission for EC: 30 Jan 2023 ,Date of Ec Granted : 10 Mar 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
290,SIA/WB/INFRA2/445168/2023,EN/T-II-1/531/2023,Mega Commercial Project by Bengal Bonded Warehouse Limited.,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2023 ,INFRA-2, BENGAL BONDED WAREHOUSE LIMITED,Agenda Uploaded by SEIAA
291,SIA/WB/MIN/64756/2017,EN/T-II-1/042/2017,"MD. SAFIUL
CHITTAL GHATA SAND MINE 
19.27 ACRE 7.8 HA",West Bengal,Uttar Dinajpur,Chopra,Date of Submission for EC: 04 Jul 2017 ,Date of Ec Granted : 20 Dec 2017,Non-Coal Mining,APEX MINITECH CONSULTANTS,EC Granted
292,SIA/WB/MIN/444113/2023,,Halimpur Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 14 Nov 2023 ,Non-Coal Mining,NUNNEHAAR BIBI,Under examination of SEIAA
293,SIA/WB/IND3/404103/2022,EN/T-II-1/014/2020,"Expansion of Single Super Phosphate Plant by increasing capacity from 0.132 MTPA to 0.264 MTPA at- Dewanmara Aima, Kharagpur, Dist-West Medinipur by M/s. Sai Fertilizers Pvt. Ltd.  ",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 15 May 2023 ,Industrial Projects - 3,SAI FERTILIZERS LTD,Delisted
294,SIA/WB/MIN/427417/2023,EN/T-II-1/425/2023,Panchbhaiya Riverbed Sand Mine (MIN_UD_03),West Bengal,,,Date of Submission for EC: 29 Apr 2023 ,Date of Ec Granted : 18 Aug 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
295,SIA/WB/NCP/57612/2016,EN/T-II-1/064/2016,Residential cum Commercial Complex - Building and Construction Project,West Bengal,South 24 Parganas,Bishnupur - II,Date of Submission for TOR: ,Date of Submission for EC: 16 Sep 2016 ,INFRA-1,MORGAN WALKER INFRASTRUCTURE LTD,Delisted
296,SIA/WB/MIN/177970/2020,EN/T-II-1/056/2020,ULIARA SAND MINE OF M/S BASU AGROFARMS PRIVATE LIMITED,West Bengal,Bankura,Vishnupur,Date of Submission for TOR: ,Date of Submission for EC: 08 Oct 2020 ,Non-Coal Mining,"MS BASU AGROFARMS PRIVATE LIMITED,  ULIARA SAND MINE (DWARAKESHWAR RIVER)",Delisted
297,SIA/WB/MIN/261163/2022,,Naldumra [Plot No. 46(P); J.L. No.- 82] sand deposit on Kangshabati River,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 11 Mar 2022 ,Non-Coal Mining,SHEIKH FIROZUDDIN,Under examination of SEIAA 
298,SIA/WB/MIN/261297/2022,EN/T-II-1/132/2023,Chakdaulat [Plot No. 324(P); J.L. No.- 285] sand deposit on Kangshabati River,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 23 Feb 2023 ,Non-Coal Mining,IYAMIN MONDAL,Rejection Letter Granted
299,SIA/WB/MIN/41581/2019,EN/T-II-1/078/2019,,West Bengal,Birbhum,Mohammad Bazar,Date of Submission for TOR: ,Date of Submission for EC: 05 Dec 2022 ,Non-Coal Mining,N P MINERALS,Delisted
300,SIA/WB/MIN/188946/2020,,GOYAL DANGA ARRAH BRICK EARTH MINE,West Bengal,Bankura,Chhatna,Date of Submission for TOR: ,Date of Submission for EC: 19 Dec 2020 ,Non-Coal Mining,M/S DURGA BRICKS,Delisted
301,SIA/WB/MIN/193035/2021,EN/T-II-1/070/2021,River bed Project with block number MSHB - 12,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 14 Jan 2021 ,Non-Coal Mining,MSHB 12 BLOCK ON SUBARNAREKHA RIVER BED,Delisted
302,SIA/WB/MIN/228718/2021,,"Nischintapur sand mine on Kangshabati river  at plot no: 1(P), 2(P), 3(P), 19(P) & 20(P), area of 3.60 Hectare/8.89 Acres J.L. No.-48, Mouza: Nischintapur, P.S. Medinipur, District: Paschim Medinipur, State: West Bengal.",West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 20 Sep 2021 ,Non-Coal Mining,MR. SWAPAN DAS BHOWMIK,Delisted
303,SIA/WB/MIN/186103/2020,,Sujapur Brick Soil Mining Project For M/s Gupta Brick Field,West Bengal,Malda,Maldah (old),Date of Submission for TOR: ,Date of Submission for EC: 02 Dec 2020 ,Non-Coal Mining,CRYSTAL CONSULTANTS,Delisted
304,SIA/WB/MIN/200563/2021,,SUN BRICKS,West Bengal,Bankura,Sonamukhi,Date of Submission for TOR: ,Date of Submission for EC: 27 Feb 2021 ,Non-Coal Mining,SUN BRICKS.,Delisted
305,SIA/WB/MIN/249180/2021,,STONE CRUSHER OF M/S SREE RAGHUNATH STONE CRUSHER UNIT,West Bengal,Purulia,Barabazar,Date of Submission for TOR: ,Date of Submission for EC: 31 Dec 2021 ,Non-Coal Mining,M/S SREE RAGHUNATH STONE CRUSHER UNIT,Delisted
306,SIA/WB/MIS/261262/2022,EN/T-II-1/022/2022,Residential cum Commercial Complex,West Bengal,Darjeeling,Matigara,Date of Submission for TOR: ,Date of Submission for EC: 25 Mar 2022 ,INFRA-2, REALM CONSTRUCTION,WithdrawEC
307,SIA/WB/MIN/261813/2022,EN/T-II-1/162/2023,Maheshpur [Plot No. 318 (P); J.L. No.- 100] sand deposit on Kangshabati River,West Bengal,East Medinipur,Daspur - I,Date of Submission for TOR: ,Date of Submission for EC: 23 Feb 2023 ,Non-Coal Mining,ANUBHA PORIA,Rejection Letter Granted
308,SIA/WB/MIN/216082/2021,EN/T-II-1/115/2021,"RASUNPUR SAND MINE (AREA-1.80 HECTARES) ON AJAY RIVER ON Plot No.-1673 (P).LOCATED AT MOUZA- RASUNPUR, P.S. - BARABANI, DISTRICT- PASCHIM BARDHAMAN, STATE- WEST BENGAL, JL NO. -16",West Bengal,Paschim bardhaman,Barabani,Date of Submission for TOR: ,Date of Submission for EC: 24 Jun 2021 ,Non-Coal Mining,M/S LIBRA RETAILER PVT. LTD.,Delisted
309,SIA/WB/MIN/192263/2021,EN/T-II-1/082/2021,Narottambati Brick Earth Mine,West Bengal,Barddhaman,Raina - II,Date of Submission for TOR: ,Date of Submission for EC: 02 Apr 2021 ,Non-Coal Mining,M/S KALIMATA BRICK FIELD,Delisted
310,SIA/WB/MIS/204112/2021,EN/T-II-1/041/2018,"Construction of Hospital Building of Gouri Devi Institute of Medical Science and Hospital (GIMSH) at Amlajora Panchayat, Kanksa Block, Paschim Bardhaman District",West Bengal,Paschim bardhaman,Kanksa,Date of Submission for EC: 11 Aug 2021 ,Date of Ec Granted : 01 Sep 2023,INFRA-2,GIMSH,EC Granted
311,SIA/WB/MIN/219686/2021,,Amilasai River Bed Sand Mine,West Bengal,West Medinipur,Keshiary,Date of Submission for TOR: ,Date of Submission for EC: 23 Mar 2022 ,Non-Coal Mining,PRASANTA MONDAL - MSHB 12,Delisted
312,SIA/WB/MIN/243243/2021,,Shirsa sand mine on Silabati river,West Bengal,East Medinipur,Chandrakona - I,Date of Submission for TOR: ,Date of Submission for EC: 07 Dec 2021 ,Non-Coal Mining,MIJANUDDIN KHAN,Delisted
313,SIA/WB/MIN/415591/2023,EN/T-II-1/173/2023,Bherabheri Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 31 Jan 2023 ,Non-Coal Mining,GANESH BERMAN,Under examination of SEIAA after SEAC
314,SIA/WB/MIN/423510/2023,EN/T-II-1/346/2023,Nimai Riverbed Sand & stone Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2023 ,Non-Coal Mining,SANTOSH SINGH,Deferred by SEIAA
315,SIA/WB/NCP/75339/2018,EN/T-II-1/044/2018,"Proposed Expansion of Hospital Complex of Employees State Insurance Corporation (ESIC) at Baltikuri, Dist. Howrah, West Bengal",West Bengal,Howrah,Domjur,Date of Submission for TOR: ,Date of Submission for EC: 08 Jun 2018 ,INFRA-1,ESIC WEST BENGAL,Rejection Letter Granted
316,SIA/WB/MIN/63332/2017,,sand mining project,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 21 Mar 2017 ,Non-Coal Mining,CHAKRABORTY MINERAL,Delisted
317,SIA/WB/MIN/408625/2022,EN/T-II-1/015/2023,"Kogram Sand Mine on Ajay River, Ashok Kumar Saha",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 19 Jan 2023 ,Non-Coal Mining,ASHOKKUMAR SAHA,Rejection Letter Granted
318,SIA/WB/MIN/231534/2021,,Brick Earth Mine of M/S TPS BRICK INDUSTRIES (UNIT-1),West Bengal,South 24 Parganas,Diamond Harbour - I,Date of Submission for TOR: ,Date of Submission for EC: 03 Dec 2021 ,Non-Coal Mining,TPS BRICK INDUSTRIES,Delisted
319,SIA/WB/IND/208916/2021,,"Expansion of existing Cement Grinding Plant from 0.96 MTPA (2 x 600 TPD Ball mill + 1 x 2000 TPD VRM) to 1.2596 MTPA under Clause 7 II (b) of EIA Notification, 2006 by process optimization, increasing the number of working hours per day and annual wo",West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 13 Apr 2021 ,Industrial Projects - 1,RASHMI CEMENT LIMITED,Delisted
320,SIA/WB/MIN/171781/2020,EN/T-II-1/022/2020,"Granite Stone Quarry Upardanga Nort Block at  Talsankra,Purulia, WestBengal",West Bengal,Purulia,Raghunathpur,Date of Submission for EC: 14 Oct 2020 ,Date of Ec Granted : 06 Aug 2021,Non-Coal Mining,M/S TODI MINERALS,EC Granted
321,SIA/WB/MIN/201797/2021,EN/T-II-1/074/2021,"Ajay River sand mining Project at Mouza - Kota, Block ID - 145",West Bengal,Birbhum,Dubrajpur,Date of Submission for TOR: ,Date of Submission for EC: 08 Mar 2021 ,Non-Coal Mining,RAINBOW INFRASTRUCTURE & HOUSING DEVELOPMENT LTD,Delisted
322,SIA/WB/MIS/55503/2019,EN/T-II-1/004/2019,Expansion of Residential Complex by Ganesh Tracom Pvt. Ltd. & Others,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 30 Sep 2020 ,Date of Ec Granted : 22 Dec 2022,INFRA-2,GANESH TRACOM PVT LTD AND OTHERS,EC Granted
323,SIA/WB/MIN/273925/2022,EN/T-II-1/010/2023,NIMAI SAND BLOCK SIL8,West Bengal,Darjeeling,Matigara,Date of Submission for TOR: ,Date of Submission for EC: 28 Nov 2022 ,Non-Coal Mining,SANTOSH SINGH,Rejection Letter Granted
324,SIA/WB/MIN/186855/2020,EN/T-II-1/023/2021,M/s Elora Brick Field,West Bengal,Malda,Gazole,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2021 ,Non-Coal Mining,M/S ELORA BRICK FIELD,WithdrawEC
325,SIA/WB/MIS/44974/2018,EN/T-II-1/025/2018,"Dong Fang Electric (India) Private Limited” at New Town, Rajarhat, Kolkata.",West Bengal,Kolkata,Kolkata,Date of Submission for EC: 18 Oct 2019 ,Date of Ec Granted : 18 Sep 2020,INFRA-2,DONG FANG ELECTRIC (INDIA) PRIVATE LIMITED,EC Granted
326,SIA/WB/INFRA2/430382/2023,EN/T-II-1/411/2023,Expansion of Commercial Building for Trading (Business) & Other Allied Purposes by SRPM Haat LLP,West Bengal,,,Date of Submission for EC: 23 May 2023 ,Date of Ec Granted : 05 Oct 2023,INFRA-2, SRPM HAAT LLP,EC Granted
327,SIA/WB/MIN/432764/2023,EN/T-II-1/432/2023,Bhulka Riverbed Sand & Stone Mining Project,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 12 Jun 2023 ,Non-Coal Mining,RENU YADAV,Rejection Letter Granted
328,SIA/WB/NCP/30107/2018,,"Setting up New AIIMS, Kalyani at Mouza-Basantpur, JL No.-90 & Mouza- Ghoragacha, JL No.-91, P.S- Chakdah, Dist-Nadia, West Bengal",West Bengal,Nadia,Chakdah,Date of Submission for TOR: ,Date of Submission for EC: 04 Dec 2018 ,INFRA-1,HSCC INDIA LTD,WithdrawEC
329,SIA/WB/MIN/412060/2022,EN/T-II-1/003/2023,Dhantali Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Dec 2022 ,Non-Coal Mining,ATIAR RAHAMAN,Rejection Letter Granted
330,SIA/WB/MIN/408406/2022,EN/T-II-1/097/2022,Phd  AMBARI  ,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 29 Nov 2022 ,Non-Coal Mining,BIDYUT THAKUR,Rejection Letter Granted
331,SIA/WB/NCP/17812/2016,EN/T-II-1/055/2016,Proposed Expansion (Phase – 2) of Residential Complex “MANI CASADONA” ,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 22 Nov 2016 ,Date of Ec Granted : 04 Jun 2018,INFRA-1,MANIGROUP,EC Granted
332,SIA/WB/INFRA2/411149/2022,,Expansion of Commercial Building for Trading (Business) and other Allied purposes by SRPM Haat LLP,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 17 Dec 2022 ,INFRA-2, SRPM HAAT LLP,Query raised by SEIAA and pending at PP
333,SIA/WB/MIN/424489/2023,EN/T-II-1/393/2023,"RIVER BED MINOR MINERAL” on Mahananda River Mouza-Duramarir Chhat,",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Apr 2023 ,Non-Coal Mining, ANKUR BIOCHEM PRIVATE LIMITED,Delisted
334,SIA/WB/MIN/445874/2023,,Benda Riverbed Sand MIne Project,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 02 Oct 2023 ,Non-Coal Mining,BASUDEB PAL,Query raised by SEIAA and pending at PP
335,SIA/WB/MIN/415157/2023,EN/T-II-1/120/2023,MIN_APD_22 Sand Mine,West Bengal,,,Date of Submission for EC: 20 Feb 2023 ,Date of Ec Granted : 05 Jul 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
336,SIA/WB/MIS/288934/2022,EN/T-II-1/012/2022,Swayam City,West Bengal,South 24 Parganas,Bishnupur - I,Date of Submission for EC: 24 Aug 2022 ,Date of Ec Granted : 01 Feb 2023,INFRA-2, NEW AGE NIRMAN LLP,EC Granted
337,SIA/WB/MIS/60250/2018,,RESIDENTIAL COMPLEX,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for TOR: ,Date of Submission for EC: 07 Jul 2023 ,INFRA-2,BENGAL DCL HOUSING DEVELOPMENT COMPANY LIMITED,Query raised by SEIAA and pending at PP
338,SIA/WB/MIN/264516/2022,,RASULPUR SAND MINE,West Bengal,Murshidabad,Nabagram,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,DULAL BISWAS,Under examination of SEIAA 
339,SIA/WB/MIN/264578/2022,,IBRAHIMPUR  SAND MINE,Maharashtra,Chandrapur,Chandrapur,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,KRISHNA AGARWALA,Under examination of SEIAA 
340,SIA/WB/MIN/189879/2020,,M/s B.K.S Brick Field,West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 17 Jan 2021 ,Non-Coal Mining,BKS BRICK FIELD,Delisted
341,SIA/WB/MIN/190528/2020,,"Owari Brick Earth Mine For M/s Sona Brick Field, Area 3.03 Acres",West Bengal,Malda,Harishchandrapur - I,Date of Submission for TOR: ,Date of Submission for EC: 30 Dec 2020 ,Non-Coal Mining,P & M SOLUTION,Delisted
342,SIA/WB/MIN/262444/2022,EN/T-II-1/104/2023,Gopiballavpur - II Sand Block MGB - 65 of Soumen Gope,West Bengal,Jhargram,keshiary,Date of Submission for TOR: ,Date of Submission for EC: 18 Mar 2022 ,Non-Coal Mining,SOUMEN GOPE,Rejection Letter Granted
343,SIA/WB/MIN/264044/2022,EN/T-II-1/054/2023,Kotsimul Sand Mine on Mundeswari River Sudarshan Gupta,West Bengal,Barddhaman,Raina - II,Date of Submission for TOR: ,Date of Submission for EC: 23 Dec 2022 ,Non-Coal Mining,SUDARSHAN GUPTA,Rejection Letter Granted
344,SIA/WB/MIN/263500/2022,,HIJAL SAND MINE,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 25 Mar 2022 ,Non-Coal Mining,DULAL BISWAS,Under examination of SEIAA 
345,SIA/WB/MIN/166445/2020,EN/T-II-1/036/2020,"Bhimbar Sand Mine (Area: 0.88 ha) on Kangshabati River Plot No. 392(P) & 393(P),, P.S. Keshpur, District- Paschim Medinipore",West Bengal,East Medinipur,Kharagpur - I,Date of Submission for TOR: ,Date of Submission for EC: 15 Sep 2020 ,Non-Coal Mining,SWAPAN DAS BHOWMIK,Delisted
346,SIA/WB/IND/28743/2017,EN/T-II-1/088/2017,Installation of 2 x 7 Tonnes Induction furnaces with Ladle Refining Furnace and 8000 MT/ Month Rolling Mill,West Bengal,Barddhaman,Kanksa,Date of Submission for EC: 27 Aug 2018 ,Date of Ec Granted : 17 Jun 2019,Industrial Projects - 1,DURGAPUR IRON AND STEEL CO PVT LTD,EC Granted
347,SIA/WB/NCP/82457/2018,,Housing Complex,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for TOR: ,Date of Submission for EC: 13 Oct 2018 ,INFRA-1,ARIZUMA PROJECTS LLP,Delisted
348,SIA/WB/MIN/435391/2023,EN/T-II-1/448/2023,Puncha Sand Mine (MIN_PUR_7),West Bengal,,,Date of Submission for EC: 02 Jul 2023 ,Date of Ec Granted : 20 Sep 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
349,SIA/WB/MIS/74049/2018,,ALTIUS,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 04 Oct 2018 ,INFRA-2,HARMONY  VINIMAY PVT LTD,Delisted
350,SIA/WB/INFRA2/438194/2023,EN/T-II-1/353/2023,RESIDENTIAL PROJECT,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 09 Oct 2023 ,INFRA-2,POWER POINT BUILDCON PRIVATE LIMITED,ADS by SEAC
351,SIA/WB/MIN/424158/2023,EN/T-II-1/345/2023,RIVER BED SAND MINE AT MOUZA BOURNIVITA CHHAT,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2023 ,Non-Coal Mining,AJAY SHARMA,Delisted
352,SIA/WB/INFRA2/430396/2023,EN/T-II-1/406/2023,Business/Assembly Building by Trinity Infrapark LLP,West Bengal,,,Date of Submission for EC: 24 May 2023 ,Date of Ec Granted : 18 Jul 2023,INFRA-2, TRINITY INFRAPARK LLP,EC Granted
353,SIA/WB/INFRA2/436164/2023,EN/T-II-1/460/2023,Residential Complex by Central Government Employees Welfare Housing Organisation (CGEWHO),West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 14 Jul 2023 ,INFRA-2, CENTRAL GOVERNMENT EMPLOYEES WELFARE HOUSING ORGANISATION,Awaiting EC
354,SIA/WB/NCP/58386/2016,EN/T-II-1/060/2016,proposed G+16 Residential Housing Project,West Bengal,Burdwan,Kanksa,Date of Submission for TOR: ,Date of Submission for EC: 26 Aug 2016 ,INFRA-1,BENGAL SHRISTI INFRA DEVELOPMENT LIMITED,Delisted
355,SIA/WB/IND1/404119/2022,EN/T-II-1/025/2022,"Proposed Installation Of 4x10t Induction Furnace & Rolling Mill For Production Of 1,32,000 Tpa Ms Billet And 1,05,600 Tpa Rolling Mill Products (Tmt, Wire Rods, Round, Flat, Square, Hex – Bars, Angles, Channel, Joist Etc.) At Plot No. A20, Panagarh Industrial Park, Dist. - Paschim Bardhaman, West Bengal ",West Bengal,Paschim bardhaman,,Date of Submission for EC: 21 Nov 2022 ,Date of Ec Granted : 05 Apr 2023,Industrial Projects - 1, KAMALDEEP ISPAT PRIVATE LIMITED,EC Granted
356,SIA/WB/NCP/63929/2017,EN/T-II-1/034/2017,Proposed New Haj Tower Complex,West Bengal,North 24 Parganas,Barasat - I,Date of Submission for TOR: ,Date of Submission for EC: 12 Jun 2017 ,INFRA-1,HOOGLY RIVER BRIDGE COMMISSIONERS,Delisted
357,SIA/WB/MIN/432443/2023,EN/T-II-1/429/2023,Binpur-1 Sand Mine (MIN_JH_02),West Bengal,,,Date of Submission for EC: 13 Jun 2023 ,Date of Ec Granted : 31 Aug 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
358,SIA/WB/MIS/67289/2017,EN/T-II-1/066/2017,Ideal Aurum,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for EC: 21 Sep 2017 ,Date of Ec Granted : 03 Feb 2021,INFRA-2,EXULT REALTY PVT LTD,EC Granted
359,SIA/WB/MIN/426857/2023,EN/T-II-1/396/2023,Chabukya Riverbed Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Apr 2023 ,Non-Coal Mining,CHAKRABORTY ENTERPRISE,Delisted
360,SIA/WB/MIN/64481/2017,EN/T-II-1/057/2017,"Sand mining projectSRI SAMIRAN BHATTACHARYA Vill- Balihati P.O -Krishnanagar , Via Madpur,  Dist- Paschim Midnapore, PIN-721149",West Bengal,West Medinipur,No Data,Date of Submission for EC: 06 Aug 2017 ,Date of Ec Granted : 04 Apr 2018,Non-Coal Mining,CHAKRABORTY MINERAL,EC Granted
361,SIA/WB/NCP/72662/2018,EN/T-II-1/010/2018,Residential cum Commercial Complex,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 02 Feb 2018 ,Date of Ec Granted : 08 Jan 2020,INFRA-1,BRL ESTATES LLP,EC Granted
