Sl_No,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
1837,SIA/OR/IND2/27955/2018,27955/482-IND2/07-2018,Orissa,Mayurbhanj,Jashipur,Date of Submission : 05 Jul 2018,No Date,Industrial Projects - 2,NARENDRA KUMAR GUPTA,Delisted
1838,SIA/OR/IND2/27957/2018,27957/481-IND2/07-2018,Orissa,Mayurbhanj,Karanjia,Date of Submission : 05 Jul 2018,No Date,Industrial Projects - 2,NARENDRA KUMAR GUPTA,Delisted
1839,SIA/OR/IND2/27958/2018,27958/480-IND2/07-2018,Orissa,Mayurbhanj,Karanjia,Date of Submission : 05 Jul 2018,No Date,Industrial Projects - 2,NARENDRA KUMAR GUPTA,Delisted
1840,SIA/OR/IND2/27914/2018,27914/469-IND2/06-2018,Orissa,Kalahandi,Kegaon,Date of Submission : 27 Jun 2018,No Date,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoEC
1841,SIA/OR/IND2/27932/2018,27932/472-IND2/06-2018,Orissa,Gajapati,Kashinagara,Date of Submission : 28 Jun 2018,No Date,Industrial Projects - 2,TRIPATI SAHUKAR,MoveToTORtoEC
1842,SIA/OR/IND2/27933/2018,27933/473-IND2/06-2018,Orissa,Gajapati,Kashinagara,Date of Submission : 28 Jun 2018,No Date,Industrial Projects - 2,TRIPATI SAHUKAR,Delisted
1843,SIA/OR/MIN/18530/2017,18530/1809-NCM/03-2017,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 09 Mar 2017,No Date,Non-Coal Mining,MS ILIYAS GRANITES,Rejection Letter Granted
1844,SIA/OR/IND2/21645/2018,21645/87-IND2/01-2018,Orissa,Balangir,Balangir,Date of Submission : 15 Jan 2018,No Date,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoEC
1845,SIA/OR/IND2/28233/2018,28233/518-IND2/08-2018,Orissa,Sundargarh,Biramitrapur,Date of Submission : 28 Aug 2018,No Date,Industrial Projects - 2,RAJESHKUMAR SAHU,Rejected - Processed offline
1846,SIA/OR/MIN/39776/2019,39776/04-MINB1/02-2020,Orissa,Ganjam,Digapahandi,Date of Submission : 15 Feb 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,PRAVA RANJAN MISHRA,TOR Granted
1847,SIA/OR/MIN/11124/2016,11124/1613-NCM/04-2016,Orissa,Balangir,Balangir,Date of Submission : 21 Apr 2016,Date of TOR Granted : 25 Jun 2016,Non-Coal Mining,ABANIKANTA PATRA,TOR Granted - Processed offline
1848,SIA/OR/MIN/17097/2016,To be assigned,Orissa,Sambalpur,Jamankira,Date of Submission : 30 Aug 2016,No Date,Non-Coal Mining,AMIT KUMAR MOHANTY,Delisted
1849,SIA/OR/MIN/17099/2016,To be assigned,Orissa,Sambalpur,Jamankira,Date of Submission : 30 Aug 2016,No Date,Non-Coal Mining,DINABANDHU AGRAWAL,Delisted
1850,SIA/OR/IND2/19516/2017,To be assigned,Orissa,Ganjam,Purusottampur,Date of Submission : 16 Jun 2017,No Date,Industrial Projects - 2,MAIN OUT STILL LIQUOR SHOP PURUSHOTTAMPUR AND PRATAPUR DISTILLATION POINT AT PURUSHOTTAMPUR,Delisted
1851,SIA/OR/IND2/28035/2018,28035/491-IND2/07-2018,Orissa,Mayurbhanj,Bisoi,Date of Submission : 05 Jul 2018,No Date,Industrial Projects - 2,MATHURA PRASAD SHAW,Delisted
1852,SIA/OR/MIN/28050/2018,28050/2000-NCM/07-2018,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 07 Jul 2018,Date of TOR Granted : 19 Sep 2018,Non-Coal Mining,SANTANU PADHI,TOR Granted - Processed offline
1853,SIA/OR/IND2/28066/2018,28066/496-IND2/07-2018,Orissa,Bargarh,Barapali,Date of Submission : 06 Jul 2018,No Date,Industrial Projects - 2,M AHMAD AND I AHMAD,MoveToTORtoEC
1854,SIA/OR/IND2/19517/2017,To be assigned,Orissa,Ganjam,Purusottampur,Date of Submission : 16 Jun 2017,No Date,Industrial Projects - 2,MAIN OUT STILL LIQUOR SHOP BHATAKUMARADA,Delisted
1855,SIA/OR/MIN/26176/2018,26176/1988-NCM/05-2018,Orissa,Bhadrak,Dhamanagar,Date of Submission : 31 May 2018,No Date,Non-Coal Mining,MURLIDHARA MAJHI,Delisted
1856,SIA/OR/IND2/51129/2020,51129/80-IND2/02-2020,Orissa,Ganjam,Khalikote,Date of Submission : 16 Feb 2020,Date of TOR Granted : 01 Jul 2020,Industrial Projects - 2,GEETANJALI BISOI,TOR Granted
1857,SIA/OR/IND2/29735/2018,29735/562-IND2/10-2018,Orissa,Bargarh,Bhatli,Date of Submission : 31 Oct 2018,Date of TOR Granted : 14 Dec 2018,Industrial Projects - 2,HEMANTA KUMAR SAHU,TOR Granted - Processed offline
1858,SIA/OR/MIN/29537/2018,To be assigned,Orissa,Ganjam,Chhatrapur,Date of Submission : 29 Oct 2018,No Date,Non-Coal Mining,CHANDRAMA PRADHAN,Delisted
1859,SIA/OR/IND2/27524/2018,27524/445-IND2/06-2018,Orissa,Mayurbhanj,Suliapada,Date of Submission : 11 Jun 2018,No Date,Industrial Projects - 2,UPENDRA  SINGH,Rejection Letter Granted
1860,SIA/OR/IND2/27525/2018,27525/446-IND2/06-2018,Orissa,Mayurbhanj,Udala,Date of Submission : 12 Jun 2018,No Date,Industrial Projects - 2,RAJESH KUMAR BEHERA,Rejection Letter Granted
1861,SIA/OR/IND2/28843/2018,28843/527-IND2/09-2018,Orissa,Nuapada,Sinapali,Date of Submission : 05 Sep 2018,No Date,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoEC
1862,SIA/OR/MIN/10439/2016,10439/1616-NCM/04-2016,Orissa,Bargarh,Bargarh,Date of Submission : 21 Apr 2016,No Date,Non-Coal Mining,BRUNDABAN MAHAKUR,Delisted
1863,SIA/OR/MIN/10440/2016,10440/1532-NCM/03-2016,Orissa,Balangir,Balangir,Date of Submission : 11 Mar 2016,Date of TOR Granted : 26 Apr 2016,Non-Coal Mining,GOBARDHAN BEHERA,TOR Granted - Processed offline
1864,SIA/OR/MIN/54874/2020,54874/28-MINB1/08-2020,Orissa,Cuttack,Cuttack Sadar,Date of Submission : 23 Aug 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,TAHASILDAR SADAR CUTTACK,TOR Granted
1865,SIA/OR/IND2/25943/2018,25943/391-IND2/05-2018,Orissa,Kalahandi,Kesinga,Date of Submission : 01 May 2018,No Date,Industrial Projects - 2,M/S BALDEV SAHU AND SONS,MoveToTORtoEC
1866,SIA/OR/MIN/7226/2016,7226/1116-NCM/01-2016,Orissa,Jajpur,Dharmasala,Date of Submission : 09 Jan 2016,Date of TOR Granted : 15 Feb 2018,Non-Coal Mining,RANGADHAR PRADHAN,TOR Granted
1867,SIA/OR/RIV/20975/2017,20975/04-RIV/11-2017,Orissa,Balangir,Belpara,Date of Submission : 10 Nov 2017,Date of TOR Granted : 01 Dec 2019,River Valley and Hydroelectric Projects,PADAMPUR INVESTIGATION DIVISION DEPARTMENT OF WATER RESOURCES,TOR Granted
1868,SIA/OR/MIN/4557/2015,4557/1232-NCM/01-2016,Orissa,Ganjam,Bhanjanagar,Date of Submission : 20 Jan 2016,No Date,Non-Coal Mining,SRI AJIT KUMAR SATAPATHY,Delisted
1869,SIA/OR/IND2/17248/2016,No_records_found,No_records_found,No_records_found,No_records_found,No_records_found,No_records_found,No_records_found,No_records_found,No_records_found
1870,SIA/OR/MIN/18101/2016,18101/1769-NCM/12-2016,Orissa,Ganjam,Bhanjanagar,Date of Submission : 31 Dec 2016,Date of TOR Granted : 15 Jul 2017,Non-Coal Mining,SMT RAMA KHANDUAL,TOR Granted - Processed offline
1871,SIA/OR/MIN/9067/2016,9067/1170-NCM/01-2016,Orissa,Rayagada,Rayagada,Date of Submission : 16 Jan 2016,Date of TOR Granted : 24 Jan 2017,Non-Coal Mining,DURJAN GANTA,TOR Granted - Processed offline
1872,SIA/OR/MIN/4697/2015,SEIAA/4697/856-NCM/11-2015,Orissa,Jajpur,Dharmasala,Date of Submission : 30 Nov 2015,Date of TOR Granted : 25 Jan 2016,Non-Coal Mining,JAYANTA KUMAR JENA,TOR Granted - Processed offline
